rainfall_mm,aqi,zone_risk,hours_per_week,vehicle_age_yrs,past_claims,gig_tenure_yrs,premium_tier
43.96,122.33,2,60.9,0.6,1,5.0,1
86.89,195.39,1,12.5,5.2,2,2.0,1
56.84,66.33,3,71.2,2.9,3,3.0,1
8.52,213.23,3,31.1,0.5,0,6.9,1
17.96,78.33,3,43.0,4.2,2,4.3,1
4.15,167.15,1,33.1,3.8,1,6.3,0
92.41,99.29,3,29.9,2.9,0,8.2,1
27.96,183.2,3,41.9,10.4,2,3.4,1
7.79,147.96,3,38.0,2.9,5,5.7,1
33.41,54.31,1,56.9,15.0,0,7.8,0
28.88,175.24,1,70.2,2.8,0,7.2,0
13.3,115.32,1,32.0,0.5,0,5.4,0
3.62,202.87,2,25.8,2.5,0,3.8,1
33.4,150.08,2,59.4,0.8,0,4.1,0
22.04,173.73,3,59.6,3.6,2,4.3,1
44.39,92.55,1,76.7,4.7,1,3.5,0
22.03,114.64,1,11.2,2.5,0,7.0,0
57.35,122.48,2,73.1,0.4,1,1.3,1
24.08,201.4,3,48.6,2.5,1,9.7,1
24.69,250.64,3,56.0,0.3,1,7.8,1
62.78,101.69,3,16.8,4.6,0,3.0,1
15.5,214.61,2,42.0,6.2,1,0.4,0
4.32,19.82,2,26.8,13.1,3,7.1,1
0.88,78.35,3,28.8,0.6,0,7.3,1
42.21,92.47,2,47.3,3.0,1,9.6,0
29.05,68.85,1,70.1,3.4,1,2.5,0
36.53,54.98,1,65.0,10.2,1,0.8,0
7.18,174.78,1,53.7,3.9,1,9.2,0
4.4,137.16,2,49.9,0.6,1,2.6,1
0.44,172.76,1,41.6,2.3,0,7.2,0
12.95,191.43,1,82.0,4.3,0,0.6,0
26.74,165.94,1,51.5,4.8,0,7.6,0
14.94,189.47,2,28.8,8.0,1,1.3,0
17.26,145.83,1,27.0,0.8,1,7.0,0
70.35,78.78,2,55.2,12.1,1,5.3,1
12.84,213.47,1,48.7,0.2,2,9.6,0
21.65,114.65,1,10.6,15.0,0,0.4,0
45.93,93.86,2,71.4,7.8,1,2.9,1
15.15,139.32,1,62.1,4.3,0,0.7,0
29.19,95.23,1,59.0,5.3,0,8.8,0
59.49,124.95,1,15.1,0.3,0,5.9,0
89.59,170.64,3,36.8,0.2,2,5.3,1
4.77,170.9,2,79.2,0.4,2,1.3,0
78.35,96.13,1,73.8,0.4,0,4.9,0
20.33,120.74,1,31.1,3.2,1,4.0,0
8.96,214.46,3,21.6,1.0,0,3.2,1
18.44,179.78,2,43.2,7.9,0,7.7,1
117.41,274.5,2,36.3,2.4,0,0.6,1
20.35,220.81,2,60.5,4.8,0,6.5,1
11.96,218.66,3,81.5,4.2,0,8.2,1
30.1,66.73,3,36.9,1.5,1,9.1,1
8.24,195.83,2,14.6,1.1,2,7.5,1
2.37,146.81,2,76.4,1.7,0,2.8,0
4.14,116.94,1,12.8,6.4,1,6.0,0
4.11,160.08,3,80.5,3.5,1,1.4,1
4.94,206.71,2,59.2,1.2,0,1.2,0
4.48,180.05,1,79.7,6.8,0,6.4,0
30.72,97.29,3,24.8,0.2,0,8.5,1
6.02,194.55,3,13.0,4.8,3,0.7,1
12.72,111.74,3,46.1,2.3,0,1.1,1
68.13,163.0,3,43.3,5.3,0,5.7,2
19.27,131.8,3,34.5,10.5,1,2.2,1
33.04,136.87,1,80.9,5.5,0,6.1,0
5.67,195.97,3,70.9,2.3,2,2.1,1
6.41,87.59,3,59.0,0.7,0,1.2,1
1.25,266.71,1,22.1,6.6,2,5.5,0
5.55,40.73,1,64.3,2.5,0,8.6,0
9.8,114.14,3,63.8,0.3,0,6.9,1
5.84,172.21,1,41.5,5.1,0,8.2,0
2.79,185.06,3,78.4,1.4,1,2.7,1
3.86,143.97,1,22.4,0.2,1,8.9,0
18.53,146.56,1,29.8,9.3,1,3.8,0
6.93,174.63,2,14.7,2.6,1,8.5,0
13.59,136.14,1,68.9,1.3,0,4.7,0
21.0,233.59,2,56.0,5.0,1,2.7,1
35.17,200.36,2,33.3,8.7,1,2.6,1
1.2,202.37,1,22.1,0.0,1,5.7,0
48.19,92.03,1,13.0,4.7,0,0.8,0
29.66,145.24,1,22.3,5.8,1,9.3,0
2.56,131.97,1,43.5,0.9,1,2.7,0
62.04,89.66,3,28.3,2.7,0,3.4,1
76.1,171.61,2,29.2,0.4,1,2.3,1
1.89,117.74,1,74.8,5.5,1,0.0,0
9.73,189.32,2,48.1,7.5,0,6.9,1
49.23,85.79,1,64.0,0.5,2,5.9,0
41.38,253.14,1,12.6,6.8,2,8.1,0
6.12,96.22,1,37.0,5.9,2,0.4,0
7.05,163.16,3,45.5,1.7,0,9.3,1
13.88,197.51,3,23.8,4.7,1,3.3,1
19.88,115.76,3,18.9,0.0,0,9.1,1
28.89,201.15,1,74.4,10.7,0,1.1,0
13.81,76.25,1,79.5,3.2,0,7.4,0
18.63,237.13,2,15.8,3.9,0,5.8,0
41.29,150.85,2,35.8,4.4,2,3.6,1
1.12,114.22,3,80.9,3.3,1,0.8,1
8.73,132.05,1,16.2,7.8,1,6.0,0
37.48,198.54,1,57.6,3.8,1,0.3,0
67.67,114.93,2,81.9,9.5,0,5.0,1
21.5,105.04,3,82.4,3.5,0,6.0,1
22.79,136.71,3,44.9,0.8,2,7.3,1
3.4,79.38,2,22.0,9.8,0,9.9,0
17.79,259.23,3,25.0,4.6,1,2.6,1
22.82,116.02,2,75.8,4.8,0,3.2,0
8.33,199.9,3,77.5,15.0,2,3.4,2
9.41,162.57,3,55.0,0.3,1,7.3,1
14.21,90.93,3,66.7,2.2,1,9.3,1
0.61,149.64,1,64.8,1.1,0,9.7,0
11.66,197.04,1,59.0,4.0,2,9.5,0
7.13,138.7,2,71.2,6.6,0,8.8,0
11.9,221.59,2,60.7,13.6,0,9.9,0
3.83,211.29,3,49.5,2.4,2,3.8,1
66.36,205.13,1,27.5,6.2,2,9.5,0
27.01,122.42,1,65.0,10.0,1,7.6,0
34.1,85.21,3,45.0,4.6,1,1.7,1
46.7,113.18,1,31.8,1.1,0,0.5,0
20.7,161.77,1,69.3,3.7,0,2.1,0
2.73,182.75,1,61.6,14.0,1,7.8,0
23.11,19.71,2,79.4,15.0,0,6.3,0
26.52,149.51,1,22.2,4.1,3,2.2,0
41.05,159.49,3,58.0,8.7,1,7.4,1
16.95,133.35,2,28.1,0.9,0,1.4,0
4.09,227.48,3,76.9,1.1,0,8.2,1
10.01,175.31,2,17.4,12.2,1,7.9,0
13.53,228.61,1,58.6,0.6,1,9.7,0
31.15,137.04,1,68.5,0.8,0,1.5,0
25.37,206.25,1,36.3,2.2,0,9.1,0
13.21,248.1,2,80.6,3.6,0,3.4,1
129.19,228.7,1,73.0,3.7,1,4.2,0
27.92,84.47,1,31.8,1.4,0,4.7,0
8.12,134.78,2,10.6,10.1,0,6.3,0
3.22,129.29,1,32.0,9.9,1,9.9,0
4.98,179.36,1,30.8,2.0,0,6.0,0
8.47,191.18,3,75.9,2.3,0,9.3,0
5.25,99.67,3,81.6,4.8,1,2.6,1
6.19,154.07,1,15.2,4.4,1,4.0,0
10.07,28.8,1,44.9,1.9,2,5.0,0
5.71,236.52,3,50.6,2.1,0,3.2,1
68.12,119.26,1,16.9,1.7,0,9.8,0
2.51,153.35,3,37.9,1.1,0,7.3,1
22.3,131.42,1,33.5,2.5,2,4.8,0
15.85,218.76,3,49.7,4.6,1,7.5,1
121.16,0.0,1,58.9,5.4,1,4.7,0
3.56,149.0,3,62.1,6.0,0,0.2,1
15.22,143.65,1,20.1,1.9,1,5.4,0
104.67,122.78,2,70.2,5.8,1,6.3,1
60.19,253.57,1,60.2,0.0,1,9.8,0
50.96,96.76,1,75.8,2.6,0,0.4,0
8.95,196.31,3,43.3,6.3,0,5.1,1
5.62,171.38,2,76.1,4.0,1,1.0,1
33.14,225.69,3,74.1,2.6,2,1.5,1
79.51,109.97,2,42.4,4.1,1,6.1,1
24.41,106.02,3,38.2,9.5,1,2.3,1
25.43,215.76,2,79.0,3.3,1,7.5,1
9.85,175.52,3,62.9,6.4,0,5.1,1
44.02,57.3,3,78.7,15.0,1,2.2,2
6.21,117.64,1,69.0,4.9,0,4.9,0
11.73,173.18,3,55.1,3.4,2,0.0,1
16.62,200.27,3,18.6,0.2,0,8.6,1
21.25,109.25,1,31.6,1.9,1,0.1,0
8.33,0.0,2,81.7,3.3,0,0.1,0
3.66,181.39,1,33.6,6.4,2,6.1,1
28.3,76.78,3,16.9,2.3,0,9.7,0
10.22,28.96,1,62.4,12.9,1,8.6,0
26.11,0.0,1,64.3,1.3,0,2.5,0
5.03,198.84,2,31.1,5.5,1,2.0,0
19.68,157.72,2,32.0,2.2,1,6.3,1
22.82,136.46,3,44.7,2.7,2,8.2,1
1.6,233.34,3,11.6,6.5,1,3.6,1
12.31,188.24,2,68.4,1.4,2,4.3,1
4.33,246.98,1,33.5,0.4,3,1.2,0
1.96,66.44,2,73.2,2.9,0,1.5,0
138.04,147.93,2,69.4,3.0,2,5.7,1
11.67,53.0,2,58.9,6.4,0,1.0,0
49.8,136.24,1,34.0,13.8,2,2.0,0
8.82,135.08,2,48.2,0.2,0,2.3,0
34.32,187.6,1,42.9,3.6,0,4.4,0
42.84,152.73,3,35.1,4.6,0,0.5,1
27.16,187.4,2,72.8,15.0,2,5.0,1
19.14,192.21,3,45.8,11.4,1,9.3,1
15.92,279.3,2,71.6,5.0,0,0.2,1
12.87,131.08,1,17.8,3.0,1,6.3,0
79.58,93.54,3,20.4,0.7,1,8.4,1
53.27,164.77,2,82.3,1.9,1,3.1,1
100.6,101.86,1,53.5,3.5,0,1.3,0
3.98,238.92,2,47.7,5.2,0,0.4,0
39.38,133.01,1,48.7,4.0,0,6.4,0
83.58,116.07,3,25.9,5.0,0,5.5,1
6.0,121.72,2,63.2,2.2,0,2.3,0
2.06,193.11,2,16.3,5.2,1,8.3,0
40.54,140.54,1,52.4,0.6,0,7.4,0
25.63,111.5,1,52.2,0.7,0,2.8,0
55.32,249.92,3,77.6,0.7,1,7.5,1
4.52,98.63,3,48.9,8.9,0,2.4,1
47.58,152.13,1,20.1,0.3,1,6.8,0
6.76,189.14,1,52.4,6.5,0,1.2,0
5.36,52.12,1,16.8,1.1,0,6.9,0
5.38,178.82,2,25.1,2.5,0,2.4,0
50.55,86.69,3,12.3,9.9,1,5.7,1
32.83,199.37,2,48.0,3.5,1,1.7,1
22.21,92.24,2,16.3,0.9,0,7.3,0
13.33,191.57,3,44.7,1.3,0,0.6,1
62.92,216.35,2,79.0,10.1,2,1.7,1
14.95,201.69,1,63.3,2.2,0,1.8,0
50.88,165.08,2,15.7,3.5,1,0.4,1
17.35,136.12,3,26.6,2.5,0,7.5,1
14.19,115.41,3,59.9,1.9,0,9.8,1
18.63,238.26,2,76.2,1.0,0,7.8,0
10.76,108.03,2,12.4,4.6,0,8.6,0
41.3,87.78,3,70.1,5.1,1,0.1,1
20.96,189.92,2,51.6,1.3,1,1.2,1
7.93,102.23,1,50.4,6.2,0,5.6,0
68.95,93.0,3,80.9,7.7,1,9.8,1
14.53,63.38,3,65.3,10.1,0,6.6,1
23.53,121.03,1,72.9,0.7,0,3.7,0
71.08,145.04,2,36.2,1.4,0,1.5,1
29.36,164.59,2,51.0,7.9,2,1.5,1
3.73,207.08,1,55.5,0.9,1,3.6,0
84.32,181.61,3,33.8,0.0,0,7.1,1
29.64,138.55,2,52.2,8.2,0,0.3,1
12.23,138.11,3,27.5,1.6,1,8.5,0
4.5,180.61,1,20.6,2.1,0,9.4,0
47.4,226.35,2,37.7,2.4,0,8.9,1
29.03,157.58,1,64.7,7.5,0,9.1,0
22.87,121.85,3,77.8,1.6,2,0.2,1
67.3,90.43,2,43.9,8.9,2,9.8,1
46.62,63.29,2,57.6,3.8,0,3.7,0
4.93,189.98,1,17.6,3.0,0,8.7,0
11.21,184.68,1,76.9,1.6,0,1.9,0
8.57,184.64,1,52.1,1.1,0,4.5,0
40.87,142.28,1,67.7,3.9,0,0.4,0
1.02,234.42,2,68.8,2.4,0,0.4,0
25.31,120.95,2,29.0,9.7,2,9.4,0
43.12,207.32,2,49.2,2.7,0,8.1,0
62.81,147.68,2,81.1,2.9,1,5.3,1
12.56,113.5,1,16.6,2.2,0,5.3,0
51.65,185.55,1,60.5,6.2,0,7.5,0
3.52,174.58,1,81.2,2.2,2,3.4,0
56.21,171.42,3,32.2,1.3,0,7.6,1
4.09,154.88,2,73.7,7.9,0,4.9,0
15.19,147.73,1,79.1,3.6,0,6.4,0
47.88,293.3,1,65.3,3.6,2,9.6,0
4.87,221.06,3,27.1,3.8,1,4.7,1
7.81,193.37,2,34.7,5.1,2,4.2,1
38.43,156.71,2,12.6,1.5,1,9.1,0
38.19,210.43,2,71.5,0.1,0,9.0,1
30.75,181.08,1,72.9,6.7,1,9.9,0
35.52,151.57,3,56.8,0.6,0,5.5,1
23.47,131.79,3,36.1,5.1,1,3.4,1
8.7,145.14,1,15.7,0.3,0,2.4,0
12.73,0.0,3,65.7,1.9,0,0.3,1
6.01,162.64,3,63.8,0.3,1,7.3,1
71.73,120.69,1,77.5,3.0,1,2.3,0
26.27,245.56,2,64.1,4.2,0,6.1,0
15.37,151.16,1,71.3,0.8,0,9.2,0
18.6,78.66,1,65.2,1.9,1,9.5,0
88.28,147.01,2,56.7,10.7,0,0.0,1
4.99,87.23,1,41.6,2.3,0,3.2,0
26.47,178.4,3,76.8,6.5,1,8.4,1
21.15,167.46,3,58.2,10.5,0,5.4,1
28.36,207.47,1,39.5,14.7,0,8.1,1
0.55,102.55,2,16.2,9.1,0,8.5,0
61.7,152.04,3,31.5,1.5,0,4.4,1
80.7,68.1,3,50.2,13.1,0,3.6,1
24.98,192.09,3,30.4,6.7,0,4.6,1
35.79,181.13,1,26.4,7.3,1,6.5,0
76.72,179.75,2,49.0,0.1,2,3.7,1
36.85,150.1,2,22.6,12.3,1,7.7,1
4.97,174.89,3,69.2,6.0,0,9.0,1
25.76,246.26,1,45.8,5.8,3,2.8,0
28.0,132.89,3,52.5,0.3,0,9.6,1
16.56,158.32,1,20.9,1.1,0,6.2,0
40.0,84.83,3,34.0,13.1,0,8.8,1
81.71,97.9,2,40.3,2.8,2,1.0,1
77.94,155.87,2,69.8,2.0,0,2.5,1
17.98,216.24,2,67.0,7.3,0,3.2,1
3.61,134.62,1,26.5,0.4,2,3.0,0
125.68,135.85,1,55.6,2.2,0,1.7,0
54.77,125.59,1,28.0,1.9,0,8.7,0
3.99,117.91,1,83.1,1.7,0,4.2,0
76.09,167.7,1,80.5,1.5,1,9.6,0
61.18,60.16,3,51.7,0.9,1,5.8,1
21.95,226.86,2,61.7,0.8,0,1.4,1
26.84,110.07,1,69.3,4.1,0,5.5,0
15.27,193.31,3,63.4,10.1,2,9.9,1
1.69,73.8,2,61.8,2.8,0,5.7,0
12.25,190.13,3,80.9,1.4,0,0.0,1
48.71,190.32,2,54.1,0.7,0,9.3,1
0.14,173.05,1,57.1,7.1,1,2.3,0
12.17,90.33,2,72.8,14.2,0,6.9,0
15.23,164.97,2,59.6,1.7,1,5.2,1
23.13,79.02,1,64.2,1.4,0,3.3,0
75.72,134.83,1,27.3,3.7,0,2.8,0
12.76,211.76,1,37.5,6.0,2,9.3,0
12.78,197.8,1,20.9,2.4,1,9.1,0
40.13,150.91,2,47.4,4.0,2,5.1,1
18.06,91.51,2,43.7,5.0,1,2.6,1
7.63,188.74,1,83.8,12.9,1,1.0,0
18.07,151.16,2,55.2,0.7,1,1.6,0
4.55,10.78,2,68.2,15.0,1,5.2,0
5.82,196.96,1,34.7,2.0,0,3.1,0
20.7,148.55,1,71.5,5.1,3,0.4,0
16.29,222.15,1,55.5,3.4,2,4.6,0
73.9,84.28,1,61.6,2.7,1,7.5,0
13.5,0.0,1,31.8,4.8,0,8.9,0
26.07,166.75,1,50.6,2.0,0,5.9,0
30.01,167.49,2,56.9,0.5,0,7.2,0
0.4,48.56,2,53.6,2.7,0,3.6,0
32.68,91.29,1,77.7,3.0,0,5.0,0
5.88,315.31,1,76.5,0.9,0,7.3,0
97.38,131.66,2,81.9,11.0,0,7.3,1
4.83,193.86,3,59.4,1.0,1,4.2,1
16.07,110.96,3,81.9,2.1,2,5.4,1
2.68,24.58,2,71.6,0.7,1,9.2,0
173.04,139.78,1,30.0,3.1,0,6.3,1
20.93,134.06,1,41.6,1.5,1,6.4,0
27.14,126.01,3,27.6,2.7,2,7.8,1
2.08,143.12,1,10.3,1.0,2,1.2,0
41.58,165.86,3,23.9,0.2,1,5.2,1
7.07,140.99,2,10.3,6.0,0,9.6,0
68.5,74.16,2,63.3,4.1,0,3.6,0
6.89,179.17,1,41.5,1.7,0,2.9,0
6.35,33.04,2,33.1,0.2,0,6.0,0
1.12,26.98,2,66.4,8.0,1,2.2,0
19.16,194.35,1,71.6,0.7,2,5.6,0
24.96,180.42,1,82.2,10.7,0,1.6,0
2.04,146.56,3,57.5,2.6,1,5.8,1
44.82,66.27,2,44.2,1.7,2,6.0,1
18.12,107.53,2,32.6,5.4,1,4.2,0
22.29,134.24,1,26.5,8.4,1,3.8,0
17.44,54.25,2,25.8,1.9,0,2.5,0
15.36,105.66,2,40.3,2.1,2,3.3,0
24.6,189.14,2,83.4,2.3,1,5.0,0
5.06,235.64,2,10.1,10.2,4,2.5,1
6.02,124.83,2,24.6,4.7,1,7.8,0
59.37,195.39,2,23.9,1.1,0,7.1,1
87.63,35.16,1,63.1,0.8,2,2.7,0
14.02,189.57,3,36.1,1.0,0,1.0,1
9.47,101.76,2,43.8,1.2,0,0.0,0
30.98,168.44,1,21.0,1.0,0,6.0,0
15.76,135.13,2,40.0,4.3,0,2.1,0
0.77,229.22,3,17.6,0.5,2,0.1,1
5.09,97.53,1,49.4,2.0,1,3.6,0
37.76,187.66,1,17.2,3.9,2,9.6,0
32.27,133.23,2,68.5,1.4,2,6.9,1
0.82,140.5,1,51.9,0.3,1,8.6,0
7.53,138.97,3,63.6,0.3,3,1.4,1
7.88,99.26,1,41.0,0.5,0,0.7,0
33.43,149.15,3,38.2,7.2,0,0.1,1
0.6,146.24,1,17.3,4.3,0,9.6,0
3.3,164.47,1,48.8,0.3,0,3.0,0
48.27,155.07,3,48.1,2.0,1,4.6,1
5.9,197.88,2,44.6,1.3,1,3.9,0
31.73,205.41,1,64.8,3.5,0,7.3,0
8.16,86.96,1,71.6,3.0,0,3.1,0
3.14,202.13,2,65.6,2.6,0,5.4,0
8.36,78.82,2,20.6,1.5,0,10.0,0
38.43,185.27,3,56.0,0.6,0,4.4,1
58.08,187.18,3,15.9,5.4,2,5.5,1
53.2,35.32,2,61.4,8.5,1,5.0,1
15.18,155.58,2,38.3,11.5,1,8.0,1
33.09,121.89,2,19.8,0.2,0,2.7,0
6.88,104.47,2,73.8,5.4,0,1.7,0
10.41,231.05,1,55.4,5.2,0,7.5,0
68.0,110.78,1,36.2,11.8,2,4.2,1
0.39,101.62,1,12.3,1.2,0,9.1,0
2.68,154.54,1,49.8,5.4,1,6.4,0
6.99,191.14,1,78.3,0.2,2,5.6,0
0.81,141.5,2,54.1,4.0,2,0.7,0
6.01,219.98,3,81.9,1.7,0,7.3,1
26.24,181.86,2,20.1,5.9,2,6.9,1
16.42,19.31,1,52.1,8.0,1,6.4,0
66.96,118.23,1,69.1,1.8,0,2.7,0
51.02,116.29,2,48.9,3.0,0,9.5,0
12.55,178.76,1,16.7,0.5,1,3.2,0
9.01,0.0,2,53.1,2.2,1,1.5,0
14.33,302.94,3,55.3,1.8,1,9.9,1
26.77,181.86,1,63.9,0.8,0,7.5,0
9.36,158.93,1,66.3,9.0,2,4.1,0
29.36,220.89,2,67.0,0.6,1,9.4,0
15.8,290.62,3,59.1,4.0,0,0.9,1
24.09,202.24,3,26.0,8.8,1,0.9,1
17.19,206.93,3,39.9,9.7,0,6.8,1
10.46,157.84,1,67.4,6.3,0,1.8,0
88.96,141.51,3,80.6,0.8,2,9.2,1
43.27,121.45,1,15.8,6.8,1,8.4,0
4.53,100.43,1,49.6,1.3,0,3.1,0
60.86,108.78,3,33.1,10.2,1,8.9,1
20.05,68.97,3,26.7,4.9,0,0.4,1
67.49,145.45,1,47.4,6.2,1,5.5,1
48.26,48.92,1,54.9,0.4,1,9.4,0
16.61,161.45,1,10.7,3.5,0,8.6,0
0.68,147.82,1,67.7,6.9,0,3.6,0
9.39,158.82,1,70.7,7.9,1,1.8,0
23.4,118.67,3,81.4,0.1,0,2.1,1
30.11,334.61,2,23.4,11.2,0,5.1,1
8.95,231.61,3,54.0,0.2,1,6.0,1
4.5,75.33,3,41.6,3.8,1,0.3,1
54.04,163.97,2,34.8,4.7,2,4.1,1
124.82,113.52,3,51.9,0.5,3,8.3,2
22.38,89.13,2,67.9,0.2,2,4.4,1
5.65,69.6,1,11.7,6.1,0,1.7,0
9.54,175.93,2,81.7,1.9,2,9.5,1
0.56,109.12,2,69.9,0.5,1,2.7,0
73.71,208.07,3,65.6,5.8,0,8.0,1
3.76,209.63,3,66.3,7.6,1,1.9,1
25.78,232.43,2,38.8,3.5,1,4.2,1
9.61,98.86,3,65.6,0.7,1,4.9,0
24.24,178.52,1,38.6,0.1,1,5.0,0
31.62,187.95,3,76.5,4.8,0,5.2,1
53.11,121.55,1,23.1,3.2,1,2.2,0
6.94,103.69,1,31.6,4.2,1,5.2,0
0.33,246.57,1,50.8,6.7,0,4.8,0
4.42,163.65,2,33.6,2.3,0,2.1,0
69.08,188.16,1,41.4,0.5,1,9.9,0
62.12,100.68,3,46.4,11.3,2,8.7,1
27.3,76.84,1,73.4,3.2,1,8.9,0
27.53,115.83,3,48.7,3.8,1,6.9,1
32.81,142.56,2,36.8,10.8,0,1.6,1
5.78,86.15,1,28.3,10.7,0,5.7,0
73.75,149.41,1,40.2,3.4,2,8.2,1
16.28,48.69,2,48.2,1.4,1,0.4,0
14.49,82.8,2,65.2,15.0,1,5.0,1
21.95,190.25,2,19.0,4.6,1,4.0,0
1.44,186.23,1,26.4,2.1,0,2.1,0
5.46,126.49,2,38.1,3.3,1,3.8,1
40.19,88.93,3,36.7,2.2,1,9.8,1
2.59,88.36,1,39.0,8.8,1,7.2,0
27.73,127.6,2,68.7,2.6,0,3.0,0
8.45,188.67,1,34.0,6.9,0,6.1,0
14.79,205.69,3,47.1,7.3,3,2.5,1
10.22,120.21,3,56.2,7.0,0,6.1,1
13.19,80.79,1,27.2,5.1,1,9.0,0
38.09,166.07,1,63.2,7.7,1,5.6,0
10.58,100.59,1,50.5,2.0,2,7.3,0
25.07,118.9,2,43.1,0.5,1,4.5,0
19.39,229.52,2,69.9,7.4,2,5.2,1
32.69,199.63,3,28.0,2.8,0,7.0,1
82.86,159.48,2,75.4,0.5,0,8.1,1
39.57,73.68,1,51.5,0.5,0,6.6,0
7.26,162.68,3,55.1,0.7,1,9.8,1
0.95,213.76,2,74.8,5.6,1,8.2,1
9.13,127.46,2,70.5,5.0,1,7.8,0
27.12,231.07,1,54.5,0.9,0,8.5,0
1.58,227.56,1,65.7,7.5,2,2.8,0
20.58,249.82,3,42.1,1.3,1,4.3,1
27.25,168.31,2,50.5,6.3,0,5.6,0
12.2,185.24,1,14.6,2.7,1,4.6,0
44.21,234.85,2,16.6,5.3,1,8.5,1
3.38,176.84,3,71.4,1.9,0,0.3,1
2.34,119.93,1,14.4,1.7,1,2.1,0
39.08,123.09,2,22.5,7.4,1,8.8,0
20.53,164.31,3,68.9,0.1,2,0.6,2
34.98,72.57,1,10.1,14.7,1,2.3,0
17.12,141.4,2,30.9,4.2,0,3.5,0
8.49,215.79,2,53.2,2.3,0,7.5,1
51.29,18.52,2,54.1,4.0,0,5.6,0
48.2,242.07,1,67.5,0.5,1,9.5,0
35.59,217.34,1,47.4,2.9,1,2.3,0
9.53,122.41,2,47.7,15.0,1,8.7,1
26.76,182.6,1,63.7,1.1,1,2.8,0
13.43,150.19,2,46.9,5.1,3,2.5,1
2.88,223.8,1,55.0,2.3,0,5.0,0
74.78,208.96,1,76.4,4.2,1,0.7,1
4.41,66.0,3,39.7,0.9,0,3.8,1
90.01,185.24,2,38.5,2.5,1,3.6,1
17.72,137.66,3,10.3,15.0,0,1.6,1
6.14,154.97,1,55.4,0.9,1,8.6,0
23.42,106.31,2,12.2,4.0,0,3.9,0
61.89,254.89,1,47.3,3.4,1,9.8,1
39.53,212.4,3,69.5,3.3,1,9.0,1
49.28,105.61,3,50.7,3.8,1,1.9,1
32.26,69.92,1,30.0,2.8,0,5.1,0
35.36,126.86,3,68.2,0.1,0,6.0,0
56.75,176.07,1,30.0,9.2,0,8.2,0
8.62,164.41,2,64.2,7.0,1,8.9,1
20.17,225.19,3,55.2,0.8,2,6.2,1
7.5,197.4,3,22.6,2.1,0,0.4,1
131.87,208.17,3,77.0,5.9,0,4.8,1
86.5,169.61,1,24.8,15.0,2,8.8,1
1.21,66.64,1,83.2,12.1,0,7.1,0
36.68,138.26,1,10.5,9.2,2,8.7,1
77.81,213.61,2,29.5,0.7,1,6.7,1
5.97,146.91,3,24.8,9.8,0,0.4,1
25.18,180.19,1,11.0,8.4,1,9.7,0
74.13,130.88,2,64.2,1.9,1,9.2,1
1.04,88.21,1,61.3,2.0,0,1.3,0
35.86,142.6,1,68.6,2.5,2,1.1,0
10.59,168.54,2,29.0,4.3,0,5.4,0
77.47,110.66,2,42.9,1.2,1,7.6,1
106.27,135.86,3,58.8,0.1,0,3.8,2
86.62,93.63,1,42.5,0.6,0,1.4,0
19.29,217.15,3,61.6,2.3,0,5.1,1
59.42,132.33,1,56.9,1.3,0,3.4,0
55.84,237.17,1,18.5,5.8,0,3.5,0
11.53,241.72,2,67.8,0.5,0,6.4,0
52.97,145.14,3,63.3,10.0,1,8.9,1
1.13,89.49,1,58.5,9.0,2,5.6,0
27.21,24.85,1,21.5,9.6,1,6.9,0
7.84,61.68,2,29.8,5.4,1,6.6,0
3.85,67.57,1,39.1,0.5,1,5.5,0
2.4,232.71,3,30.7,2.3,0,3.1,1
35.75,156.95,3,26.9,0.6,0,3.8,1
12.46,173.38,1,69.6,15.0,1,3.2,0
38.7,16.77,2,57.2,1.6,0,9.2,0
2.03,78.12,3,51.8,3.5,1,8.3,1
11.36,203.22,1,26.7,6.0,0,5.8,0
23.26,167.21,2,77.9,10.1,0,9.1,1
46.92,141.17,1,24.1,5.6,1,8.9,0
11.51,183.89,2,68.8,4.5,3,9.3,0
29.5,248.15,1,81.5,2.5,0,2.2,0
65.14,136.74,3,63.8,3.7,0,7.2,1
28.7,154.16,1,83.5,0.4,2,6.1,0
7.96,161.56,1,58.2,8.6,2,7.3,0
0.74,293.53,3,26.1,3.1,0,2.6,1
61.23,24.04,1,25.1,0.2,0,6.9,0
0.64,190.99,1,34.0,10.1,0,4.1,0
62.31,143.11,1,10.5,2.7,2,8.3,0
22.58,184.01,1,60.4,8.1,0,8.0,0
83.94,110.56,3,29.9,7.8,0,2.1,2
48.1,147.06,3,70.3,6.8,2,1.8,2
185.47,192.68,1,36.6,0.3,1,7.2,1
12.96,336.77,2,45.5,1.1,2,5.5,1
43.73,198.48,2,81.5,8.3,1,5.6,1
15.42,99.12,3,27.9,9.2,1,7.5,1
19.61,124.57,1,63.4,2.5,2,8.5,0
29.63,122.8,2,65.9,2.3,1,2.4,1
62.07,42.26,2,26.4,0.8,1,5.6,0
124.21,130.19,2,47.1,13.8,1,8.3,1
43.87,193.97,2,35.9,1.0,0,8.7,0
16.23,73.55,1,67.1,0.8,0,2.9,0
16.41,212.91,3,56.1,4.3,1,1.0,1
40.13,179.27,2,45.2,1.1,0,2.3,1
8.18,105.95,3,67.7,11.2,0,9.5,1
3.51,141.51,1,27.4,0.0,0,4.6,0
13.14,245.9,2,65.8,0.0,0,4.2,0
10.16,194.01,3,74.0,2.8,1,0.1,1
